"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1979-12","1979","12","-0.7","","-8.9","","-4.8","","9.4","S","-24.7","","61.2","","12.3","","72.2","","0","","28","","70",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-01","1980","01","-4.0","","-12.5","","-8.3","","10.8","","-22.4","","14.2","","15.1","","26.2","","4","","24","","111",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-02","1980","02","-4.8","","-14.1","","-9.5","","7.8","","-23.3","","0.0","T","20.6","","18.6","","12","","25","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-03","1980","03","3.0","","-7.6","","-2.3","","12.2","","-27.7","","28.3","","41.3","","70.6","","0","","27","S","74","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-04","1980","04","11.7","","1.6","","6.7","","18.9","","-5.2","","100.6","","1.4","","102.8","","0","","24","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-05","1980","05","19.5","","5.8","","12.7","","28.4","","-0.6","","54.5","","0.0","","54.5","","0","","17","","70",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-06","1980","06","22.2","","10.3","","16.3","","31.6","S","2.2","","43.5","","0.0","","43.5","","0","","29","","57",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-07","1980","07","25.6","","13.9","","19.8","","30.2","","6.7","","171.1","","0.0","","171.1","","0","","36","","63",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-08","1980","08","25.3","","13.9","","19.6","","29.4","","8.0","","90.2","","0.0","","90.2","","0","","30","","63",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-09","1980","09","18.8","","6.6","","12.7","","27.9","","-4.9","","177.3","","0.0","","177.3","","0","","28","","87",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-10","1980","10","10.5","","0.9","","5.7","","22.3","","-6.0","","76.0","","0.2","","76.2","","0","","24","","89",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-11","1980","11","3.0","","-4.1","","-0.6","","12.1","","-12.3","","65.0","","18.7","","85.2","","0","T","18","","65",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1980-12","1980","12","-6.3","","-18.3","","-12.3","","7.0","","-30.6","","34.7","","50.1","","72.4","","17","","29","","69",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-01","1981","01","-9.8","","-20.5","","-15.2","","5.3","","-32.9","","1.2","","22.7","","19.4","","8","","26","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-02","1981","02","3.0","","-6.3","","-1.7","","15.3","","-19.2","","82.0","","24.3","","108.9","","0","","26","","91",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-03","1981","03","3.6","","-5.1","","-0.8","","18.4","","-14.9","","15.6","","17.8","","30.2","","0","","26","","63",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-04","1981","04","13.0","","0.1","","6.6","","21.4","","-7.3","","69.4","","0.4","","69.8","","0","","27","","122",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-05","1981","05","19.3","","6.4","","12.9","","26.7","","-1.7","","96.5","","0.0","T","96.5","","0","","30","","70",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-06","1981","06","23.6","","12.2","","17.9","","31.8","","5.3","","151.4","","0.0","","151.4","","0","","29","","80",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-07","1981","07","26.1","","14.3","","20.2","","32.4","","9.0","","130.0","","0.0","","130.0","","0","","27","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-08","1981","08","23.9","","12.6","","18.3","","28.7","","5.7","","177.6","","0.0","","177.6","","0","","33","","80",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-09","1981","09","18.3","","8.4","","13.4","","25.5","","1.4","","85.7","","0.0","","85.7","","0","","28","","69",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-10","1981","10","10.6","","0.0","","5.3","","17.2","","-5.5","","107.8","","0.2","","108.0","","0","","17","","87",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-11","1981","11","4.9","","-2.4","","1.3","","13.9","","-8.7","","58.9","","16.2","","89.2","","0","T","24","","61","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1981-12","1981","12","-1.1","","-8.0","","-4.6","","8.1","","-18.1","","3.0","","58.6","","67.5","","40","","24","","61",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-01","1982","01","-9.6","","-21.4","","-15.5","","4.1","","-31.3","","23.6","","61.6","","99.8","","36","","27","","85",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-02","1982","02","-5.0","","-15.1","","-10.1","","3.9","","-22.5","","2.8","","29.9","","36.1","","38","","27","S","72","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-03","1982","03","1.8","","-8.7","","-3.5","","12.3","","-23.9","","58.2","","39.1","","113.8","","0","T","18","","78",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-04","1982","04","9.6","","-2.2","","3.7","","23.4","","-13.7","","53.1","","3.2","","55.3","","0","","18","S","80","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-05","1982","05","21.4","","6.5","","14.0","","29.8","","-0.3","","18.6","","0.0","","18.6","","0","","27","","61",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-06","1982","06","22.3","","9.6","","16.0","","30.0","","2.3","","86.0","","0.0","","86.0","","0","","25","","93",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-07","1982","07","27.6","","12.5","","20.1","","33.7","","4.9","","68.8","","0.0","","68.8","","0","","24","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-08","1982","08","22.6","","10.6","","16.6","","27.8","","2.9","","149.8","","0.0","","149.8","","0","","25","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-09","1982","09","19.5","","8.8","","14.2","","28.1","","1.2","","95.1","","0.0","","95.1","","0","","24","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-10","1982","10","13.7","","2.8","","8.3","","20.4","","-5.1","","38.4","","0.0","T","38.4","","0","","24","","81",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-11","1982","11","7.4","","-1.5","","3.0","","16.2","","-13.6","","113.4","","7.0","","120.4","","2","","25","","85",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1982-12","1982","12","1.9","","-8.0","","-3.1","","14.6","","-23.5","","70.0","","12.2","","83.9","","0","T","21","","98",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-01","1983","01","-3.5","","-12.0","","-7.8","","5.2","","-23.2","","35.1","","36.1","","63.3","","5","","28","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-02","1983","02","-2.2","","-11.1","","-6.7","","5.7","","-25.2","","55.6","","26.9","","83.2","","7","","17","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-03","1983","03","3.4","","-4.6","","-0.6","","11.7","","-12.6","S","42.7","","17.6","","70.0","","0","T","25","","65",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-04","1983","04","9.1","","0.1","","4.6","","19.4","","-5.7","","128.0","","43.1","","178.3","","0","","16","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-05","1983","05","15.6","","5.6","","10.6","","22.9","","-1.7","","142.3","","0.6","","142.9","","0","","31","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-06","1983","06","24.9","","11.8","","18.4","","32.8","","1.3","","29.3","","0.0","","29.3","","0","","27","","70",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-07","1983","07","27.1","","15.1","","21.1","","34.7","","8.5","","93.5","","0.0","","93.5","","0","","28","S","57","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-08","1983","08","26.5","","14.3","","20.4","","31.7","","5.7","","38.6","","0.0","","38.6","","0","","29","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-09","1983","09","23.1","","10.0","","16.6","","32.3","","0.8","","74.7","","0.0","","74.7","","0","","27","","83",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-10","1983","10","13.3","","2.3","","7.8","","26.9","","-6.1","S","86.1","","0.0","T","86.1","","0","","25","","81",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-11","1983","11","4.8","","-1.8","","1.5","","14.6","","-10.9","","172.0","","36.3","","223.7","","0","","2","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1983-12","1983","12","-4.1","","-12.6","","-8.4","","5.1","","-27.6","","76.7","","91.7","","190.9","","44","","25","","85",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-01","1984","01","-7.9","","-17.0","","-12.5","","3.2","S","-28.4","S","4.3","","34.7","","37.3","","34","","27","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-02","1984","02","-0.1","","-8.0","","-4.1","","11.2","","-23.3","","34.2","","48.0","","76.8","","27","","6","","81",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-03","1984","03","-2.0","","-11.5","","-6.8","","11.2","","-25.2","","21.8","","27.8","","47.0","","0","T","26","","94",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-04","1984","04","12.7","","0.6","","6.7","","23.9","","-5.3","S","84.4","","1.2","","85.8","","0","","18","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-05","1984","05","16.2","","6.2","","11.2","","26.2","","1.4","","114.6","","0.0","T","114.6","","0","","25","","83",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-06","1984","06","24.7","","11.3","","18.0","","30.7","","2.8","","81.9","","0.0","","81.9","","0","","3","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-07","1984","07","26.5","","15.5","","21.1","","30.7","","10.1","","","M","","M","72.3","","","M","26","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-08","1984","08","26.4","","14.8","","20.6","","32.1","","6.4","","108.9","","0.0","","108.9","","0","","22","","87",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-09","1984","09","19.1","","6.8","","13.0","","24.9","","-1.6","","26.7","","0.0","","26.7","","0","","25","","70",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-10","1984","10","14.4","","3.1","","8.8","","24.8","","-5.2","","53.9","","0.0","","53.9","","0","","24","","57",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-11","1984","11","6.1","","-2.3","","1.9","","15.5","","-11.0","","76.6","","11.2","","89.2","","0","","18","S","89","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1984-12","1984","12","0.1","","-8.2","","-4.1","","10.0","","-23.3","S","27.5","","77.4","","108.7","","8","","28","","89",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-01","1985","01","-9.0","","-17.1","","-13.1","","-2.1","","-24.7","","0.2","","56.8","","58.2","","18","","25","","81",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-02","1985","02","-3.3","","-11.4","","-7.4","","5.3","","-27.0","","48.3","","12.7","","58.4","","2","","24","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-03","1985","03","2.5","","-6.9","","-2.2","","12.8","","-19.7","","54.3","","52.7","","110.1","","0","","23","","69",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-04","1985","04","10.8","","-0.6","","5.1","","23.4","","-7.8","","38.4","","29.7","","72.8","","0","","26","","85",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-05","1985","05","19.2","","5.4","","12.3","","27.0","","-2.4","","46.4","","0.0","","46.4","","0","","31","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-06","1985","06","21.2","","11.0","","16.1","","27.6","","5.5","","110.1","","0.0","","110.1","","0","","25","","70",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-07","1985","07","25.7","","13.9","","19.8","","30.5","","8.3","","73.9","","0.0","","73.9","","0","","25","S","59","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-08","1985","08","25.0","","12.2","","18.6","","31.5","","5.8","","71.8","","0.0","","71.8","","0","","17","S","54","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-09","1985","09","21.5","","8.8","","15.2","","28.8","","2.3","","114.2","","0.0","","114.2","","0","","25","S","56","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-10","1985","10","13.6","","3.5","","8.6","","19.6","","-4.7","","102.2","","0.0","","102.2","","0","","29","","81",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-11","1985","11","4.0","","-3.1","","0.5","","16.0","","-12.0","","74.3","","13.5","","90.4","","0","T","23","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1985-12","1985","12","-3.8","","-12.7","","-8.3","","7.6","","-29.6","","23.6","","51.2","","63.1","","16","","23","","83",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-01","1986","01","-4.6","","-14.2","","-9.4","","5.2","","-25.5","","33.8","","76.0","","105.0","","25","","24","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-02","1986","02","-5.9","","-15.3","","-10.6","","3.9","","-27.3","","10.6","","35.4","","43.4","","29","","1","","63",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-03","1986","03","3.4","","-6.6","","-1.6","","21.0","","-21.3","","29.3","","35.9","","66.9","","0","T","24","","94",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-04","1986","04","14.8","","1.5","","8.2","","27.9","","-5.0","","49.9","","0.8","","50.9","","0","","15","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-05","1986","05","19.0","","7.2","","13.1","","29.4","","-2.5","","112.7","","0.0","T","112.7","","0","","27","","74",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-06","1986","06","21.8","","9.3","","15.6","","27.4","S","0.0","","116.6","","0.0","","116.6","","0","","23","","100",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-07","1986","07","24.6","","13.5","","19.1","","31.8","","6.9","","104.6","","0.0","","104.6","","0","","24","","59",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-08","1986","08","23.3","","12.5","","17.9","","29.2","","4.3","","139.8","","0.0","","139.8","","0","","28","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-09","1986","09","18.0","","7.7","","12.9","","24.7","","0.4","","133.8","","0.0","","133.8","","0","","27","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-10","1986","10","12.6","","2.3","","7.5","","20.6","","-7.4","","60.8","","0.0","","60.8","","0","","26","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-11","1986","11","4.0","","-4.7","","-0.4","","14.0","","-17.1","","36.7","","44.0","","83.6","","0","T","27","","85",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1986-12","1986","12","-0.6","","-9.6","","-5.1","","4.5","","-21.3","","49.3","","34.5","","91.0","","10","","25","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-01","1987","01","-5.2","","-14.4","","-9.8","","1.3","","-29.4","","0.0","T","68.8","","64.0","","53","","27","","70",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-02","1987","02","-5.2","","-16.9","","-11.1","","3.6","","-29.6","","0.0","","31.8","","29.5","","31","","3","","57",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-03","1987","03","4.6","","-6.3","","-0.9","","16.9","","-21.6","","23.7","","30.1","","60.5","","0","","24","","83",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-04","1987","04","14.8","","2.6","","8.7","","28.0","","-5.5","","39.0","","2.4","","41.4","","0","","29","","65",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-05","1987","05","18.7","","5.4","","12.1","","29.8","","-3.5","","70.5","","0.0","","70.5","","0","","29","","63",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-06","1987","06","24.0","","12.9","","18.5","","31.8","","5.9","","126.0","","0.0","","126.0","","0","","26","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-07","1987","07","27.2","","14.9","","21.1","","33.2","","6.5","","41.2","","0.0","","41.2","","0","","25","","69",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-08","1987","08","25.0","","11.5","","18.3","","35.4","","4.4","","45.6","","0.0","","45.6","","0","","28","","63",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-09","1987","09","19.7","","9.4","","14.6","","26.6","","0.3","","120.7","","0.0","","120.7","","0","","28","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-10","1987","10","12.5","","1.2","","6.9","","20.1","","-5.6","","59.2","","1.8","","61.0","","0","","19","","93",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-11","1987","11","5.0","","-4.6","","0.2","","17.9","","-14.3","","85.0","","28.9","","114.3","","8","","25","","74",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1987-12","1987","12","0.0","","-7.2","","-3.6","","6.7","","-20.4","","12.2","","46.8","","63.4","","7","","23","","65",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-01","1988","01","-3.5","","-12.6","","-8.1","","8.7","","-28.0","","13.6","","14.6","","26.6","","3","","25","","100",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-02","1988","02","-2.7","","-13.3","","-8.0","","8.1","","-26.2","S","16.9","","64.0","","82.1","","10","","25","","93",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-03","1988","03","1.9","","-7.9","","-3.0","","16.8","","-18.0","","17.5","","8.3","","26.0","","0","","25","","78",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-04","1988","04","11.4","","0.6","","6.0","","18.9","","-4.5","","82.0","","0.4","","83.2","","0","","18","","65",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-05","1988","05","20.5","","8.0","","14.3","","26.5","","0.6","","34.8","","0.0","","34.8","","0","","26","","87",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-06","1988","06","23.7","","10.6","","17.2","","34.7","","1.9","","62.4","","0.0","","62.4","","0","","33","","87",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-07","1988","07","27.8","","15.9","","21.9","","35.2","","9.4","","41.1","","0.0","","41.1","","0","","26","","74",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-08","1988","08","25.7","","14.9","","20.3","","34.5","","5.0","","106.6","","0.0","","106.6","","0","","28","","96",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-09","1988","09","19.8","","8.0","","13.9","","26.5","","-1.0","","56.5","","0.0","","56.5","","0","","18","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-10","1988","10","10.4","","1.4","","5.9","","23.5","","-6.0","","63.1","","7.1","","75.9","","0","","17","","83",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-11","1988","11","7.1","","-1.5","","2.8","","19.9","","-10.2","","106.8","","14.9","","123.9","","0","","18","","93",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1988-12","1988","12","-2.6","","-12.9","","-7.8","","9.8","S","-23.4","","12.7","","24.7","","40.3","","5","","26","","81",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-01","1989","01","-1.7","","-13.7","","-7.7","","8.0","","-29.8","","14.9","","58.7","","73.4","","16","","24","","104",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-02","1989","02","-4.3","","-14.1","","-9.2","","5.8","","-24.8","","10.3","","27.3","","36.5","","6","","25","","85",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-03","1989","03","0.8","","-10.1","","-4.7","","17.4","","-27.9","","24.2","","48.6","","74.8","","2","","17","","91",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-04","1989","04","10.0","","-0.8","","4.6","","20.2","","-6.1","","46.8","","2.6","","49.4","","0","","25","","65",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-05","1989","05","19.9","","8.5","","14.2","","30.1","","1.7","","90.1","","0.0","","90.1","","0","","25","","74",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-06","1989","06","24.2","","12.7","","18.5","","32.2","S","5.6","","85.0","","0.0","","85.0","","0","","22","","78",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-07","1989","07","27.9","","14.5","","21.2","","33.6","","9.8","S","36.7","","0.0","","36.7","","0","","26","","93",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-08","1989","08","25.5","","13.3","","19.4","","30.4","","4.4","","61.0","","0.0","","61.0","","0","","22","","61",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-09","1989","09","21.3","","9.1","","15.2","","30.4","","0.1","","72.2","","0.0","","72.2","","0","","18","","98",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-10","1989","10","14.3","","4.1","","9.2","","24.0","","-3.5","","102.0","","3.8","","106.3","","0","","27","","63","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-11","1989","11","3.7","","-4.6","","-0.5","","21.5","","-17.8","","131.9","","27.2","","162.1","","7","","24","","94",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1989-12","1989","12","-10.7","","-20.6","","-15.7","","4.1","","-29.9","","18.1","","30.2","","48.1","","22","","25","","81",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-01","1990","01","1.0","","-8.1","","-3.6","","8.9","","-20.0","","33.6","","53.9","","88.3","","11","","24","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-02","1990","02","-1.4","","-11.9","","-6.7","","7.1","","-22.5","","45.0","","35.0","","80.8","","6","","27","","83",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-03","1990","03","3.3","","-6.2","","-1.5","","12.4","","-17.2","","27.4","","19.6","","50.4","","8","","19","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-04","1990","04","11.2","","1.2","","6.2","","30.4","","-8.8","","94.1","","11.5","","106.4","","1","","26","","87",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-05","1990","05","17.3","","5.1","","11.2","","26.1","","0.1","","92.1","","0.0","","92.1","","0","","20","","80",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-06","1990","06","23.0","","12.5","","17.8","","29.2","","3.7","","84.1","","0.0","","84.1","","0","","25","","83",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-07","1990","07","26.1","","15.0","","20.6","","31.1","","8.0","","126.1","","0.0","","126.1","","0","","30","","72",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-08","1990","08","25.6","","14.5","","20.1","","30.0","","7.3","","108.6","","0.0","","108.6","","0","","2","","52",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-09","1990","09","18.8","","8.1","","13.5","","25.8","S","1.2","","67.2","","0.0","","67.2","","0","","26","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-10","1990","10","12.5","","3.6","","8.1","","26.0","","-5.6","","124.2","","0.2","","124.4","","0","","18","S","80","S"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-11","1990","11","6.3","","-1.7","","2.3","","18.3","","-7.4","S","74.6","","13.6","","88.2","","0","","27","","89",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1990-12","1990","12","0.3","","-8.7","","-4.2","","7.3","","-16.9","","113.7","","55.7","","178.0","","5","","31","","65",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-01","1991","01","-5.3","","-15.6","","-10.5","","2.6","","-25.8","","14.8","","63.1","","78.8","","27","","25","","67",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-02","1991","02","-0.7","","-10.4","","-5.6","","8.0","","-21.5","","16.4","","24.6","","40.6","","3","","29","","70",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-03","1991","03","3.3","","-4.9","","-0.8","","12.3","","-13.4","","56.7","","28.2","","86.3","","0","","25","","102",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-04","1991","04","12.8","","1.8","","7.3","","21.8","","-5.8","","118.5","","0.0","T","118.5","","0","","4","","87",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-05","1991","05","20.7","","7.8","","14.3","","30.8","","0.2","","84.3","","0.0","","84.3","","0","","25","","76",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-06","1991","06","25.2","","12.4","","18.9","","32.9","","6.8","","31.8","","0.0","","31.8","","0","","27","","100",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-07","1991","07","27.5","","14.8","","21.2","","34.3","","8.5","","68.6","","0.0","","68.6","","0","","31","","52",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-08","1991","08","26.0","","15.2","","20.7","","32.3","","7.3","","78.0","","0.0","","78.0","","0","","26","","59",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-09","1991","09","18.9","","6.8","","12.9","","27.8","","-3.2","","71.9","","0.0","","71.9","","0","","18","","57",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-10","1991","10","14.5","","4.1","","9.3","","24.4","","-5.5","","84.9","","0.6","","85.7","","0","","17","","82",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-11","1991","11","6.7","","-2.2","","2.3","","19.2","","-10.8","","25.8","","6.2","","33.9","","0","","18","","78",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1991-12","1991","12","-2.5","","-12.1","","-7.3","","10.2","","-22.3","","22.8","","52.6","","85.6","","7","","25","","78",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1992-01","1992","01","-6.4","","-16.1","","-11.3","","5.7","","-27.3","","59.6","","26.9","","87.3","","4","","22","","89",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1992-02","1992","02","-4.6","","-15.4","","-10.0","","1.0","","-25.3","","10.4","","73.2","","80.0","","34","","30","","67",""
